#description: jpscore (0.8.4)
#count: 0
#framerate: 1.00
#geometry: events_geo.xml
#ID: the agent ID
#FR: the current frame
#X,Y,Z: the agents coordinates (in metres)
#A, B: semi-axes of the ellipse
#ANGLE: orientation of the ellipse
#COLOR: color of the ellipse

#ID	FR	X	Y	Z	A	B	ANGLE	COLOR	
1	0	1.00	9.50	0.00	0.18	0.25	-90.00	0	
2	0	8.00	6.50	0.00	0.18	0.25	-90.00	0	
3	0	7.50	7.00	0.00	0.18	0.25	-90.00	0	
4	0	8.00	8.50	0.00	0.18	0.25	-90.00	0	
5	0	6.00	8.00	0.00	0.18	0.25	-90.00	0	
6	0	9.50	8.50	0.00	0.18	0.25	-90.00	0	
7	0	12.00	9.50	0.00	0.18	0.25	-90.00	0	
8	0	12.50	7.00	0.00	0.18	0.25	-90.00	0	
9	0	16.00	6.50	0.00	0.18	0.25	-90.00	0	
10	0	15.50	7.00	0.00	0.18	0.25	-90.00	0	
11	0	16.00	8.50	0.00	0.18	0.25	-90.00	0	
12	0	14.00	8.00	0.00	0.18	0.25	-90.00	0	
13	0	17.50	8.50	0.00	0.18	0.25	-90.00	0	
14	0	3.00	0.50	0.00	0.18	0.25	90.00	0	
15	0	2.50	1.00	0.00	0.18	0.25	90.00	0	
16	0	3.00	2.50	0.00	0.18	0.25	90.00	0	
17	0	1.00	2.00	0.00	0.18	0.25	90.00	0	
18	0	4.50	2.50	0.00	0.18	0.25	90.00	0	
19	0	8.00	0.50	0.00	0.18	0.25	90.00	0	
20	0	7.50	1.00	0.00	0.18	0.25	90.00	0	
21	0	8.00	2.50	0.00	0.18	0.25	90.00	0	
22	0	6.00	2.00	0.00	0.18	0.25	90.00	0	
23	0	9.50	2.50	0.00	0.18	0.25	90.00	0	
24	0	16.00	0.50	0.00	0.18	0.25	90.00	0	
25	0	15.50	1.00	0.00	0.18	0.25	90.00	0	
26	0	16.00	2.50	0.00	0.18	0.25	90.00	0	
27	0	14.00	2.00	0.00	0.18	0.25	90.00	0	
28	0	17.50	2.50	0.00	0.18	0.25	90.00	0	
1	1	1.09	9.23	0.00	0.40	0.21	-69.75	220	
2	1	7.93	6.50	0.00	0.22	0.24	-179.97	40	
3	1	7.46	6.87	0.00	0.23	0.24	-114.28	52	
4	1	7.98	8.26	0.00	0.34	0.22	-95.11	163	
5	1	6.12	7.79	0.00	0.34	0.22	-61.48	163	
6	1	9.36	8.28	0.00	0.36	0.21	-121.82	183	
7	1	11.98	9.22	0.00	0.38	0.21	-95.89	205	
8	1	12.33	6.87	0.00	0.32	0.22	-161.09	141	
9	1	15.87	6.28	0.00	0.39	0.21	-120.63	215	
10	1	15.47	6.75	0.00	0.37	0.21	-98.98	191	
11	1	15.97	8.23	0.00	0.38	0.21	-95.13	206	
12	1	14.12	7.79	0.00	0.36	0.22	-58.99	178	
13	1	17.36	8.27	0.00	0.38	0.21	-122.90	203	
14	1	2.99	0.75	0.00	0.37	0.21	92.42	190	
15	1	2.50	1.27	0.00	0.38	0.21	90.36	202	
16	1	2.95	2.78	0.00	0.40	0.21	101.28	220	
17	1	1.14	2.22	0.00	0.37	0.21	57.23	194	
18	1	4.31	2.68	0.00	0.37	0.21	138.62	195	
19	1	7.99	0.75	0.00	0.37	0.21	92.46	190	
20	1	7.50	1.27	0.00	0.38	0.21	90.36	202	
